UniqueID,State_ID,State,Dist_ID,District,PCA_T_Pop,PCA_Tot_M,PCA_Tot_F,PCA_Tot_SC,PCA_Tot_ST,PCA_Tot_Ur,PCA_Tot_Ru,C08_Tot_Ch,C08_Tot_M,C08_Tot_F,C08_Tot_SC,C08_Tot_ST,C08_Tot_Ur,C08_Tot_Ru,2016_Pop_s,2020_Pop_s
"320","20",Jharkhand,"358",Palamu,"1939869","1006302","933567","536382","181208","226003","1713866","422981","216849","206132","123969","43494","42365","380616",1848641.000000000000000,2266512.000000000000000
"321","12",Arunachal Pradesh,"255",Lower Subansiri,"83030","41843","41187","0","72911","12806","70224","16748","8575","8173","0","15127","2476","14272",132417.000000000000000,103626.000000000000000
"322","10",Bihar,"214",Saharsa,"1900661","997174","903487","317249","6009","156540","1744121","421013","224526","196487","74857","1391","30663","390350",1634050.000000000000000,2083346.000000000000000
"323","10",Bihar,"221",Samastipur,"4261566","2230003","2031563","803128","1884","147797","4113769","941155","492531","448624","186215","393","28334","912821",3756147.000000000000000,4475787.000000000000000
"324","10",Bihar,"222",Begusarai,"2970541","1567660","1402881","432270","1597","569823","2400718","663462","348703","314759","101158","328","119333","544129",2853048.000000000465661,3434652.000000000000000
"325","36",Telangana,"537",Rangareddy,"5296741","2701008","2595733","101306","218757","3719172","1577569","761333","390500","370833","101306","43536","505326","256007",9713782.000000000000000,9729534.000000000000000
"326","10",Bihar,"228",Sheikhpura,"636342","329743","306599","131115","617","109002","527340","140670","73680","66990","30572","156","23574","117096",466176.999999999941792,624086.000000000116415
"327","33",Tamil Nadu,"618",Nagapattinam,"1616450","798127","818323","509767","3756","364624","1251826","225999","114012","111987","82776","715","50048","175951",1629569.000000000000000,1698861.000000000000000
"328","20",Jharkhand,"347",Chatra,"1042886","533935","508951","340553","45563","62954","979932","233874","119716","114158","80199","11002","12763","221111",1150349.000000000000000,1269059.999999999767169
"329","20",Jharkhand,"351",Godda,"1313551","677927","635624","115567","279208","64419","1249132","265529","137926","127603","24800","53825","11808","253721",1414399.000000000000000,1473059.000000000000000
"330","24",Gujarat,"489",The Dangs,"228291","113821","114470","992","216073","24687","203604","47890","24431","23459","152","45856","5500","42390",229270.000000000000000,247767.000000000000000
"331","33",Tamil Nadu,"623",Madurai,"3038252","1526475","1511777","408976","11096","1846801","1191451","409327","212754","196573","61675","1765","239321","170006",2970322.000000000000000,3275769.000000000000000
"332","20",Jharkhand,"352",Sahibganj,"1150567","589391","561176","72341","308343","159666","990901","241257","124549","116708","14767","60532","30048","211209",1206778.000000000000000,1278337.000000000000000
"333","33",Tamil Nadu,"622",Sivaganga,"1339101","668672","670429","227746","790","412845","926256","182896","93741","89155","33389","137","56500","126396",1460197.000000000000000,1454385.000000000000000
"334","33",Tamil Nadu,"620",Thanjavur,"2405890","1182416","1223474","455062","3561","851359","1554531","327162","166707","160455","72631","627","110262","216900",2646734.000000000000000,2597750.000000000000000
"335","24",Gujarat,"476",Rajkot,"3804558","1974445","1830113","290169","24017","2214050","1590508","561059","302997","258062","48176","4143","310821","250238",4005830.000000000000000,4218987.000000000000000
"336","33",Tamil Nadu,"612",Dindigul,"2159775","1080938","1078837","452376","8064","808040","1351735","288183","149250","138933","64878","1533","107467","180716",2188757.000000000000000,2276462.000000000000000
"337","7",NCT of Delhi,"90",North West,"3656539","1960922","1695617","697237","0","3442589","213950","579669","315573","264096","119391","0","542120","37549",3070934.000000000000000,4100643.000000000000000
"338","20",Jharkhand,"364",Ranchi,"2914253","1494937","1419316","152943","1042016","1257335","1656918","527727","270073","257654","29375","203405","196990","330737",2855117.000000000000000,3319756.000000000000000
"339","33",Tamil Nadu,"628",Tirunelveli,"3077233","1520912","1556321","569714","10270","1520229","1557004","424577","216914","207663","81711","1695","204806","219771",3119680.000000000000000,3260542.000000000000000
"340","11",Sikkim,"242",West District,"136435","70238","66197","5935","57817","5248","131187","25711","13083","12628","1248","11101","856","24855",149344.000000000000000,151704.000000000000000
"341","33",Tamil Nadu,"627",Thoothukkudi,"1750176","865021","885155","347895","4911","876802","873374","244712","124600","120112","52272","891","121718","122994",2264417.000000000000000,1962018.000000000000000
"342","21",Odisha,"391",Baudh,"441162","221625","219537","104934","55364","20424","420738","80044","40418","39626","19575","10491","3198","76846",649272.000000000000000,519367.000000000058208
"343","10",Bihar,"224",Bhagalpur,"3037766","1615663","1422103","318569","67180","602532","2435234","644845","339007","305838","72047","15225","113578","531267",2701383.000000000000000,3476641.000000000000000
"344","10",Bihar,"229",Nalanda,"2877653","1497060","1380593","607672","1442","457894","2419759","612820","321064","291756","139958","310","93451","519369",2857543.999999999534339,3284826.000000000000000
"345","20",Jharkhand,"349",Giridih,"2445474","1258098","1187376","325493","238188","208024","2237450","514327","263953","250374","70396","52603","38257","476070",2571175.000000000000000,2719653.000000000000000
"346","20",Jharkhand,"350",Deoghar,"1492073","775022","717051","190036","180962","258361","1233712","295681","153107","142574","37912","35769","45564","250117",1523297.000000000000000,1624818.000000000000000
"347","29",Karnataka,"568",Shimoga,"1752753","877415","875338","308158","65412","623727","1129026","247017","126168","120849","47807","9783","86123","160894",1977659.000000000000000,1904042.000000000000000
"348","33",Tamil Nadu,"616",Ariyalur,"754894","374703","380191","176230","10722","83794","671100","109418","56367","53051","29820","1925","11967","97451",547838.000000000000000,814241.000000000000000
"349","33",Tamil Nadu,"615",Perambalur,"565223","282157","283066","175289","2584","97163","468060","82408","43158","39250","26896","450","13783","68625",519795.000000000058208,629571.000000000000000
"350","33",Tamil Nadu,"617",Cuddalore,"2605914","1311697","1294217","763944","15702","885189","1720725","367895","188945","178950","124188","2925","119174","248721",2987343.000000000000000,2804341.000000000000000
"351","10",Bihar,"208",Supaul,"2229076","1155283","1073793","354249","10168","105558","2123518","506867","263895","242972","84144","2450","22020","484847",2732913.000000000000000,2642170.000000000000000
"352","6",Haryana,"86",Gurgaon,"1514432","816690","697742","197937","0","1042253","472179","223785","123808","99977","34550","0","146002","77783",1809997.000000000000000,1740167.000000000000000
"353","33",Tamil Nadu,"613",Karur,"1064493","528184","536309","221385","575","434517","629976","136636","71040","65596","31065","81","54672","81964",1670335.000000000000000,1130388.000000000000000
"354","20",Jharkhand,"360",Hazaribagh,"1734495","890881","843614","303515","121768","275307","1459188","357426","181924","175502","65997","26389","49055","308371",1744981.000000000000000,2008691.999999999767169
"355","21",Odisha,"393",Balangir,"1648997","830097","818900","294777","347164","197381","1451616","261095","131181","129914","49283","59088","27619","233476",1764130.000000000000000,1737360.000000000000000
"356","21",Odisha,"370",Bargarh,"1481255","749161","732094","298780","281135","150110","1331145","210489","106406","104083","45788","45074","21216","189273",1209944.000000000000000,1536406.000000000000000
"357","32",Kerala,"590",Wayanad,"817420","401684","415736","32578","151443","31580","785840","119922","61205","58717","4739","25716","4571","115351",860001.999999999883585,840471.000000000000000
"358","21",Odisha,"376",Mayurbhanj,"2519738","1256213","1263525","184682","1479576","192896","2326842","455365","230412","224953","31573","294067","28072","427293",2801147.000000000000000,2769949.000000000000000
"359","27",Maharashtra,"511",Nanded,"3361292","1730075","1631217","640483","281695","913898","2447394","580810","302922","277888","112864","54776","155170","425640",3646030.000000000000000,3697071.000000000000000
"360","30",Goa,"585",North Goa,"818008","416677","401331","17606","56606","493081","324927","94305","48767","45538","2187","6793","56951","37354",664151.000000000000000,829390.000000000116415
"361","27",Maharashtra,"504",Wardha,"1300774","668385","632389","188830","149507","423300","877474","173892","90319","83573","24162","22526","54780","119112",1424686.000000000000000,1458841.000000000000000
"362","27",Maharashtra,"500",Buldana,"2586258","1337560","1248698","470895","124837","548860","2037398","409658","216567","193091","78663","25581","85548","324110",2647301.000000000000000,2753346.000000000000000
"363","27",Maharashtra,"516",Nashik,"6107187","3157186","2950001","554687","1564369","2597373","3509814","987411","520488","466923","89097","303014","391626","595785",6412163.000000000000000,6620844.000000000000000
"364","6",Haryana,"74",Karnal,"1505324","797712","707612","339604","0","454810","1050514","237251","131758","105493","60083","0","65899","171352",1751619.999999999767169,1562951.000000000000000
"365","6",Haryana,"79",Sirsa,"1295189","682582","612607","387381","0","319248","975941","206807","113626","93181","73029","0","47570","159237",1327408.000000000000000,1420146.000000000000000
"366","7",NCT of Delhi,"98",South,"2731929","1467428","1264501","422926","0","2719736","12193","422557","227804","194753","70902","0","420466","2091",3229109.000000000000000,3135827.000000000000000
"367","20",Jharkhand,"367",Simdega,"599578","300309","299269","44674","424407","42944","556634","113571","57466","56105","8812","80204","8388","105183",722240.000000000000000,639900.000000000000000
"368","13",Nagaland,"263",Zunheboto,"140757","71217","69540","0","136561","27597","113160","28960","14811","14149","0","28512","5942","23018",163570.000000000000000,155963.000000000000000
"369","10",Bihar,"239",Jehanabad,"1125313","585582","539731","222974","1285","135196","990117","242641","127010","115631","51288","290","27867","214774",1082127.000000000000000,1349018.000000000000000
"370","36",Telangana,"533",Nizamabad,"2551335","1250641","1300694","58723","192941","588372","1962963","405657","206272","199385","58723","38369","94218","311439",2664060.000000000000000,2662487.000000000000000
"371","13",Nagaland,"269",Kiphire,"74004","37830","36174","0","71429","16487","57517","16589","8737","7852","0","16135","3861","12728",41998.000000000000000,63958.000000000000000
"372","20",Jharkhand,"348",Kodarma,"716259","367222","349037","109003","6903","141246","575013","147726","76195","71531","23067","1332","26927","120799",735515.000000000000000,699379.000000000000000
"373","8",Rajasthan,"130",Udaipur,"3068420","1566801","1501619","188525","1525289","608426","2459994","565834","295543","270291","32965","326342","86564","479270",2879476.000000000000000,3451111.999999999534339
"374","8",Rajasthan,"122",Bhilwara,"2408523","1220736","1187787","407947","229273","512654","1895869","432489","223646","208843","78817","43997","83964","348525",2441284.000000000000000,2624429.000000000000000
"375","20",Jharkhand,"361",Ramgarh,"949443","494230","455213","106356","201166","418955","530488","182531","93342","89189","21479","41693","75886","106645",1028063.000000000000000,1075703.000000000000000
"376","10",Bihar,"230",Patna,"5838465","3078512","2759953","920918","9069","2514590","3323875","1153689","609728","543961","201417","1480","446787","706902",6298210.000000000000000,6713914.000000000000000
"377","11",Sikkim,"244",East District,"283583","151432","132151","15305","78436","122487","161096","42811","21726","21085","2499","12103","17134","25677",312054.000000000000000,250600.000000000000000
"378","11",Sikkim,"241",North District,"43709","24730","18979","982","28715","4644","39065","7512","3690","3822","169","5561","968","6544",56748.000000000000000,45527.000000000000000
"379","11",Sikkim,"243",South District,"146850","76670","70180","6053","41392","21199","125651","25792","13078","12714","1130","7401","3355","22437",149990.000000000000000,209833.000000000000000
"380","8",Rajasthan,"113",Jodhpur,"3687165","1923928","1763237","608024","118924","1264614","2422551","735675","386022","349653","134613","28328","207366","528309",3852399.000000000000000,4121957.000000000000000
"381","8",Rajasthan,"116",Jalor,"1828730","936634","892096","357196","178719","151755","1676975","390031","204304","185727","79933","41809","29273","360758",1924537.000000000000000,2046885.000000000000000
"382","20",Jharkhand,"354",Dhanbad,"2684487","1405956","1278531","437309","233119","1560394","1124093","493491","255323","238168","87864","46382","274473","219018",1973905.000000000000000,2888389.000000000000000
"383","8",Rajasthan,"129",Jhalawar,"1411129","725143","685986","243582","182229","229291","1181838","257143","134190","122953","46531","37288","38318","218825",1475624.000000000000000,1624337.000000000000000
"384","13",Nagaland,"270",Kohima,"267988","138966","129022","0","224738","121088","146900","49405","25178","24227","0","43618","21160","28245",241262.000000000000000,257816.000000000000000
"385","8",Rajasthan,"119",Ajmer,"2583052","1324085","1258967","478027","63482","1035410","1547642","458166","239822","218344","86882","12289","158227","299939",2759852.000000000000000,2934648.000000000465661
"386","8",Rajasthan,"106",Dhaulpur,"1206516","653647","552869","245695","58594","247450","959066","262465","144112","118353","55182","13188","50080","212385",1251992.000000000000000,1339909.000000000000000
"387","8",Rajasthan,"104",Alwar,"3674179","1939026","1735153","653036","289249","654451","3019728","708523","380241","328282","133308","57563","107880","600643",3864522.000000000000000,4122935.000000000000000
"388","8",Rajasthan,"111",Sikar,"2677333","1374990","1302343","418806","75349","633906","2043427","500695","266827","233868","85517","14614","113483","387212",2813431.000000000000000,2988151.000000000000000
"389","8",Rajasthan,"112",Nagaur,"3307743","1696325","1611418","699911","10418","637204","2670539","651057","340527","310530","150910","2177","122475","528582",3467005.000000000000000,3694383.000000000000000
"390","8",Rajasthan,"101",Bikaner,"2363937","1240801","1123136","493646","7779","800384","1563553","481310","252617","228693","110976","1539","134228","347082",2889674.000000000000000,2688076.000000000000000
"391","8",Rajasthan,"114",Jaislamer,"669919","361708","308211","99134","42429","89025","580894","143842","77907","65935","22723","9992","15970","127872",708552.000000000000000,757847.000000000000000
"392","8",Rajasthan,"115",Barmer,"2603751","1369022","1234729","436414","176257","181837","2421914","566383","298294","268089","100372","40426","32150","534233",2672423.000000000000000,2861921.000000000000000
"393","8",Rajasthan,"124",Dungarpur,"1388552","696532","692020","52267","983437","88743","1299809","276841","143229","133612","10165","211366","14708","262133",1394429.000000000000000,1499263.000000000000000
"394","8",Rajasthan,"125",Banswara,"1797485","907754","889731","80091","1372999","127621","1669864","361336","186012","175324","16120","291800","20095","341241",1674718.000000000000000,1939551.000000000000000
"395","8",Rajasthan,"131",Pratapgarh,"867848","437744","430104","60429","550427","71807","796041","167924","86253","81671","10974","116110","11037","156887",956769.999999999883585,977456.000000000000000
"396","8",Rajasthan,"126",Chittaurgarh,"1544338","783171","761167","250224","201546","285264","1259074","255637","133721","121916","43824","36955","45274","210363",1895119.000000000000000,1779308.000000000232831
"397","8",Rajasthan,"127",Kota,"1951014","1021161","929853","405408","183816","1176604","774410","319155","168972","150183","72946","32304","179541","139614",2223290.000000000000000,2222124.000000000000000
"398","8",Rajasthan,"121",Bundi,"1110906","577160","533746","210788","228549","222701","888205","204492","108257","96235","40463","43444","36924","167568",1211237.000000000000000,1209333.000000000000000
"399","8",Rajasthan,"120",Tonk,"1421326","728136","693190","287903","178207","317723","1103603","266683","139253","127430","56415","35957","56829","209854",1478869.000000000000000,1577857.000000000000000
"400","13",Nagaland,"261",Mon,"250260","131753","118507","0","238285","34444","215816","53159","28246","24913","0","51185","7336","45823",203701.000000000000000,248807.000000000000000
"401","8",Rajasthan,"109",Dausa,"1634409","857787","776622","354337","433344","201793","1432616","328914","174237","154677","74404","90579","36382","292532",1289346.000000000000000,1809354.000000000000000
"402","20",Jharkhand,"357",Purbi Singhbhum,"2293919","1176902","1117017","111414","653923","1274591","1019328","357793","185730","172063","18259","113697","186374","171419",2202652.000000000000000,2554136.000000000465661
"403","8",Rajasthan,"100",Hanumangarh,"1774692","931184","843508","494189","14289","350464","1424228","313116","167258","145858","97532","2781","57927","255189",1753985.000000000000000,2003715.000000000000000
"404","3",Punjab,"37",Jalandhar,"2193590","1145211","1048379","854444","0","1161171","1032419","301237","166761","134476","127525","0","153878","147359",2367098.000000000000000,2359097.000000000000000
"405","3",Punjab,"38",Hoshiarpur,"1586625","809057","777568","557504","0","334969","1251656","224772","123861","100911","84673","0","43810","180962",1530538.000000000000000,1733063.000000000000000
"406","3",Punjab,"51",Rupnagar,"684627","357485","327142","180905","0","177807","506820","96815","53530","43285","28102","0","24096","72719",889320.000000000000000,778237.000000000000000
"407","19",West Bengal,"341",Haora,"4850029","2500819","2349210","718951","15094","3074144","1775885","682848","349949","332899","105601","2143","420369","262479",5131074.000000000000000,5154895.000000000000000
"408","3",Punjab,"42",Moga,"995746","525920","469826","363417","0","227246","768500","144175","79253","64922","63748","0","31953","112222",878457.999999999883585,1049346.000000000000000
"409","3",Punjab,"45",Faridkot,"617508","326671","290837","240328","0","217051","400457","88873","49217","39656","41348","0","30193","58680",563072.000000000000000,640310.000000000116415
"410","20",Jharkhand,"369",Saraikela-Kharsawan,"1065056","544411","520645","56195","374642","258746","806310","189707","97368","92339","10237","72162","42870","146837",1319827.999999999767169,1240775.000000000000000
"411","3",Punjab,"44",Muktsar,"901896","475622","426274","381554","0","252191","649705","132513","73410","59103","67288","0","36050","96463",947353.000000000000000,964149.000000000000000
"412","3",Punjab,"46",Bathinda,"1388525","743197","645328","450473","0","499217","889308","192692","107360","85332","76100","0","67452","125240",1041150.000000000116415,1488130.000000000000000
"413","3",Punjab,"53",Sangrur,"1655169","878029","777140","461609","0","515965","1139204","238635","133736","104899","78157","0","75153","163482",2350847.000000000000000,1735600.000000000000000
"414","3",Punjab,"54",Barnala,"595527","317522","278005","192001","0","190685","404842","86081","47897","38184","33583","0","27593","58488",761693.000000000000000,635875.000000000000000
"415","3",Punjab,"47",Mansa,"769751","408732","361019","258878","0","163604","606147","114941","64068","50873","46281","0","23627","91314",434068.999999999941792,835549.000000000000000
"416","3",Punjab,"43",Firozpur,"2029074","1071637","957437","855726","0","552556","1476518","318967","175774","143193","156722","0","79650","239317",2409319.999999999534339,2185371.000000000000000
"417","3",Punjab,"39",SBS Nagar,"612310","313291","299019","260284","0","125416","486894","84480","46649","37831","38564","0","17488","66992",712057.000000000000000,642319.000000000000000
"418","3",Punjab,"50",Tarn Taran,"1119627","589369","530258","377468","0","141795","977832","180768","101536","79232","72273","0","21606","159162",1265271.000000000000000,1189823.000000000000000
"419","3",Punjab,"35",Gurdaspur,"2298323","1212617","1085706","580576","0","659319","1639004","336472","188956","147516","95091","0","85153","251319",2399343.000000000000000,2467660.000000000000000
"420","21",Odisha,"392",Subarnapur,"610183","311312","298871","156219","57192","49941","560242","94931","47686","47245","25770","9823","7128","87803",549159.000000000000000,637288.000000000000000
"421","13",Nagaland,"268",Longleng,"50484","26502","23982","0","48615","7613","42871","10320","5427","4893","0","10026","1622","8698",66170.000000000000000,51863.000000000000000
"422","10",Bihar,"218",Siwan,"3330464","1675090","1655374","386685","87000","182913","3147551","732817","374761","358056","90939","20046","36379","696438",3340934.000000000000000,3704802.000000000000000
"423","21",Odisha,"371",Jharsuguda,"579505","296690","282815","104620","176758","231165","348340","84370","42479","41891","15567","28014","33424","50946",669816.000000000000000,613092.000000000000000
"424","20",Jharkhand,"365",Khunti,"531885","266335","265550","24037","389626","44982","486903","104032","52792","51240","4940","77452","8134","95898",775109.000000000000000,600364.000000000000000
"425","19",West Bengal,"332",Maldah,"3988845","2051541","1937304","835430","313984","541660","3447185","787275","400646","386629","155499","60476","84153","703122",4174777.000000000000000,4285585.000000000000000
"426","10",Bihar,"215",Darbhanga,"3937385","2059949","1877436","615688","2772","383328","3554057","856966","450843","406123","142495","608","73192","783774",4119918.000000000000000,4594917.000000000000000
"427","13",Nagaland,"262",Mokokchung,"194622","101092","93530","0","178431","55725","138897","33376","17479","15897","0","30952","9700","23676",212560.000000000000000,191595.000000000000000
"428","21",Odisha,"373",Debagarh,"312520","158230","154290","52112","110400","22390","290130","52033","26649","25384","8945","20544","3576","48457",369792.999999999941792,335882.000000000000000
"429","19",West Bengal,"339",Bankura,"3596674","1838095","1758579","1174447","368690","299773","3296901","549869","280762","269107","199167","58440","37992","511877",3879685.000000000000000,3933410.000000000000000
"430","19",West Bengal,"331",Dakshin Dinajpur,"1676276","857199","819077","482754","275366","236295","1439981","281710","143468","138242","83388","51941","31178","250532",1738563.000000000000000,1795155.000000000000000
"431","19",West Bengal,"342",Kolkata,"4496694","2356766","2139928","241932","10684","4496694","0","508907","265028","243879","31088","1280","508907","0",5585720.000000000000000,5261516.000000000000000
"432","20",Jharkhand,"355",Bokaro,"2062330","1072807","989523","299227","255626","983644","1078686","386563","197740","188823","59891","51791","168931","217632",3000386.000000000000000,2484400.000000000000000
"433","19",West Bengal,"330",Uttar Dinajpur,"3007134","1551066","1456068","807950","162816","362228","2644906","630092","322339","307753","155644","33599","63310","566782",3279833.000000000000000,3144353.000000000000000
"434","19",West Bengal,"328",Jalpaiguri,"3872846","1983064","1889782","1458278","731704","1060351","2812495","624486","317812","306674","241930","127850","151809","472677",4128199.000000000000000,4057817.000000000000000
"435","10",Bihar,"232",Buxar,"1706352","887977","818375","251737","26824","164499","1541853","361153","190341","170812","57052","6105","32371","328782",1822181.000000000000000,1955905.000000000000000
"436","9",Uttar Pradesh,"132",Saharanpur,"3466382","1834106","1632276","764450","980","1066526","2399856","676132","364180","311952","155704","221","190432","485700",3495190.000000000000000,3711063.000000000000000
"437","9",Uttar Pradesh,"134",Bijnor,"3682713","1921215","1761498","787444","3058","925312","2757401","749324","394407","354917","168608","775","178971","570353",4095478.000000000000000,4349083.000000000000000
"438","9",Uttar Pradesh,"133",Muzaffarnagar,"4143512","2193434","1950078","561250","317","1191312","2952200","837200","453312","383888","117579","53","225517","611683",4443172.000000000000000,4727262.000000000000000
"439","9",Uttar Pradesh,"139",Baghpat,"1303048","700070","602978","149060","14","275025","1028023","248584","135152","113432","29828","2","51997","196587",1408627.999999999767169,1498956.000000000232831
"440","9",Uttar Pradesh,"138",Meerut,"3443689","1825743","1617946","624149","3390","1759182","1684507","627715","340032","287683","118600","666","303712","324003",3490854.000000000000000,3717070.000000000000000
"441","9",Uttar Pradesh,"140",Ghaziabad,"4681645","2488834","2192811","773463","3968","3162547","1519098","832814","452511","380303","143596","674","535140","297674",3306279.999999999534339,5574327.000000000000000
"442","9",Uttar Pradesh,"141",GBN,"1648115","890214","757901","216105","2215","974309","673806","285923","155603","130320","42096","439","159369","126554",2328163.000000000000000,2013585.000000000000000
"443","9",Uttar Pradesh,"137",JPN,"1840221","963449","876772","318001","164","458713","1381508","393655","208583","185072","72555","39","90919","302736",2131602.000000000000000,1991233.000000000000000
"444","9",Uttar Pradesh,"145",Mathura,"2547184","1367125","1180059","506580","1520","755993","1791191","503766","272889","230877","106892","297","133763","370003",2204639.000000000000000,2708539.000000000000000
"445","9",Uttar Pradesh,"146",Agra,"4418797","2364953","2053844","991325","7255","2024195","2394602","885300","481659","403641","209306","1422","369320","515980",5030429.000000000000000,4708946.000000000000000
"446","9",Uttar Pradesh,"201",Etah,"1774480","947339","827141","281011","140","268142","1506338","374948","203563","171385","61896","28","50514","324434",2065683.000000000000000,2077835.000000000000000
"447","9",Uttar Pradesh,"202",KRN,"1436719","764165","672554","254299","150","288207","1148512","308889","165866","143023","57157","33","57165","251724",1451618.000000000000000,1692885.000000000000000
"448","9",Uttar Pradesh,"135",Moradabad,"4772006","2503186","2268820","731406","685","1573623","3198383","1020761","540163","480598","162439","118","298060","722701",4845098.999999999068677,5336247.000000000000000
"449","9",Uttar Pradesh,"136",Rampur,"2335819","1223889","1111930","307936","358","588647","1747172","515022","270498","244524","71461","64","113134","401888",2377945.000000000000000,2528227.000000000000000
"450","9",Uttar Pradesh,"152",Shahjahanpur,"3006538","1606403","1400135","532673","508","594092","2412446","648624","346326","302298","117963","94","110914","537710",3065372.000000000000000,3212623.000000000000000
"451","9",Uttar Pradesh,"147",Firozabad,"2498156","1332046","1166110","473890","2565","833169","1664987","521146","280717","240429","102740","638","165400","355746",2312335.000000000000000,2767582.000000000000000
"452","9",Uttar Pradesh,"148",Mainpuri,"1868529","993377","875152","368206","478","288442","1580087","384698","206947","177751","79705","121","54042","330656",1665912.000000000000000,2088721.000000000000000
"453","9",Uttar Pradesh,"154",Sitapur,"4483992","2375264","2108728","1446427","1602","530784","3953208","944574","500594","443980","309455","351","100776","843798",4568694.000000000000000,4816031.000000000000000
"454","9",Uttar Pradesh,"161",Etawah,"1581810","845856","735954","388283","169","366299","1215511","301686","161499","140187","78722","41","62849","238837",1682286.000000000000000,1756851.999999999767169
"455","9",Uttar Pradesh,"153",Kheri,"4021243","2123187","1898056","1061782","53375","461035","3560208","852823","451359","401464","229359","12291","85363","767460",4121037.000000000000000,4423040.000000000000000
"456","9",Uttar Pradesh,"160",Kannauj,"1656616","881776","774840","309980","15","280841","1375775","341711","181127","160584","67192","0","54003","287708",1629870.000000000000000,1768097.000000000000000
"457","9",Uttar Pradesh,"163",Kanpur Dehat,"1796184","963255","832929","460544","801","173423","1622761","340824","181585","159239","94065","191","31502","309322",1208390.000000000000000,1984605.000000000000000
"458","9",Uttar Pradesh,"166",Jhansi,"1998603","1057436","941167","562505","3873","833484","1165119","339054","181210","157844","100914","731","128684","210370",2106817.000000000000000,2241337.000000000000000
"459","9",Uttar Pradesh,"168",Hamirpur,"1104285","593537","510748","241198","474","209848","894437","213157","112928","100229","48825","112","37979","175178",1341466.000000000000000,1227957.000000000000000
"460","9",Uttar Pradesh,"156",Unnao,"3108367","1630087","1478280","948588","2926","531646","2576721","609083","319131","289952","197288","662","92496","516587",3010066.000000000000000,3217658.000000000000000
"461","9",Uttar Pradesh,"157",Lucknow,"4589838","2394476","2195362","948294","7506","3038996","1550842","771404","404153","367251","184871","1291","453750","317654",4742383.000000000000000,5052450.000000000000000
"462","9",Uttar Pradesh,"180",Bahraich,"3487731","1843884","1643847","509307","11159","284044","3203687","745527","397722","347805","107121","2539","54307","691220",3425603.000000000000000,3964103.999999999534339
"463","9",Uttar Pradesh,"181",Shrawasti,"1117361","593897","523464","189334","5534","38649","1078712","234331","126821","107510","38047","1299","7797","226534",1412709.000000000000000,1167032.000000000000000
"464","9",Uttar Pradesh,"172",Fatehpur,"2632733","1384722","1248011","651480","340","321993","2310740","534616","281307","253309","141399","71","57866","476750",2617360.000000000000000,2764181.000000000000000
"465","9",Uttar Pradesh,"170",Banda,"1799410","965876","833534","387855","163","275755","1523655","374860","198901","175959","84099","44","50579","324281",2003693.000000000000000,1942251.000000000000000
"466","9",Uttar Pradesh,"171",Chitrakoot,"991730","527721","464009","266655","366","96332","895398","215779","113567","102212","60971","84","18558","197221",1044201.000000000000000,1247467.000000000000000
"467","9",Uttar Pradesh,"199",Mirzapur,"2496970","1312302","1184668","661129","20132","347567","2149403","508310","267776","240534","142445","4443","62165","446145",2800346.000000000000000,2952438.000000000000000
"468","9",Uttar Pradesh,"198",SRNB,"1578213","807099","771114","353103","1873","229302","1348911","333310","175361","157949","77548","405","46333","286977",1790246.000000000000000,1786312.000000000000000
"469","9",Uttar Pradesh,"200",Sonbhadra,"1862559","971344","891215","421661","385018","314342","1548217","393422","203514","189908","91830","85680","55689","337733",1979823.000000000000000,2098662.000000000000000
"470","9",Uttar Pradesh,"196",Chandauli,"1952756","1017905","934851","446786","41725","242553","1710203","393790","206862","186928","93810","8443","46154","347636",2066767.000000000000000,2107996.000000000000000
"471","9",Uttar Pradesh,"197",Varanasi,"3676841","1921857","1754984","486958","28617","1597051","2079790","701669","368662","333007","99519","5883","275056","426613",3570246.000000000000000,4177355.000000000000000
"472","9",Uttar Pradesh,"173",Pratapgarh,"3209141","1606085","1603056","709252","723","175242","3033899","673798","349560","324238","160691","142","30925","642873",3283990.000000000000000,3566125.000000000000000
"473","9",Uttar Pradesh,"179",Sultanpur,"3797117","1914586","1882531","851587","696","199916","3597201","783205","404833","378372","181929","136","35661","747544",3991471.000000000000000,4245025.000000000000000
"474","9",Uttar Pradesh,"184",SID,"2559297","1295095","1264202","408763","12021","160691","2398606","566666","291946","274720","88125","2622","33020","533646",2310910.000000000000000,2848434.000000000000000
"475","9",Uttar Pradesh,"177",Faizabad,"2470996","1259628","1211368","555047","931","340253","2130743","495480","256185","239295","114413","195","55206","440274",3527969.000000000000000,2703177.000000000000000
"476","9",Uttar Pradesh,"182",Balrampur,"2148665","1114721","1033944","277212","24887","166391","1982274","475893","251047","224846","58837","5842","33407","442486",2209409.000000000000000,2266347.000000000000000
"477","9",Uttar Pradesh,"185",Basti,"2464464","1255272","1209192","513959","3620","138097","2326367","526012","271828","254184","112352","776","23591","502421",3430939.000000000000000,2941454.000000000000000
"478","9",Uttar Pradesh,"187",Maharajganj,"2684703","1381754","1302949","492976","16435","134730","2549973","575552","296807","278745","105540","3510","26088","549464",3084575.000000000000000,3018660.000000000000000
"479","9",Uttar Pradesh,"189",Kus,"3564544","1818055","1746489","544231","80269","168107","3396437","749501","386036","363465","115780","17168","31346","718155",3386041.000000000000000,3910482.000000000000000
